index_name,Date,Open,High,Low,Close
Nasdaq,12/8/2020,12503.16992,12594.54004,12453.20996,12582.76953
Nasdaq,12/9/2020,12591.69043,12607.13965,12290.78027,12338.9502
Nasdaq,12/10/2020,12247.54981,12431.55957,12214.74023,12405.80957
Nasdaq,12/11/2020,12336.79004,12383.5,12246.76953,12377.87012
Nasdaq,12/14/2020,12447.44043,12543,12432.70996,12440.04004
Nasdaq,12/15/2020,12543.25977,12596.12988,12465.41992,12595.05957
Nasdaq,12/16/2020,12611.04004,12687.32031,12566.37988,12658.19043
Nasdaq,12/17/2020,12730.78027,12765.25,12696.34961,12764.75
Nasdaq,12/18/2020,12804.92969,12809.59961,12654.59961,12755.63965
Nasdaq,12/21/2020,12596.13965,12751.26953,12525.21973,12742.51953
Nasdaq,12/22/2020,12785.21973,12840.57031,12695.30957,12807.91992
Nasdaq,12/23/2020,12834.94043,12841.91992,12758.66992,12771.11035
Nasdaq,12/24/2020,12791.54004,12833.54981,12767.63965,12804.73047
Nasdaq,12/28/2020,12914.63965,12930.88965,12827.4502,12899.41992
Nasdaq,12/29/2020,12965.38965,12973.33008,12821.95996,12850.21973
Nasdaq,12/30/2020,12906.50977,12924.92969,12857.75977,12870
Nasdaq,12/31/2020,12877.08984,12902.07031,12821.23047,12888.28027
Nasdaq,1/4/2021,12958.51953,12958.71973,12543.24023,12698.4502
Nasdaq,1/5/2021,12665.65039,12828.26953,12665.65039,12818.95996
Nasdaq,1/6/2021,12666.15039,12909.62988,12649.99023,12740.79004
Nasdaq,1/7/2021,12867.33984,13090.91016,12867.33984,13067.48047
Nasdaq,1/8/2021,13160.21973,13208.08984,13036.54981,13201.98047
Nasdaq,1/11/2021,13048.78027,13138.26953,12999.50977,13036.42969
Nasdaq,1/12/2021,13062.05957,13105.04004,12963.91992,13072.42969
Nasdaq,1/13/2021,13088.00977,13171.15039,13051.05957,13128.9502
Nasdaq,1/14/2021,13174.75,13220.16016,13098.41016,13112.63965
Nasdaq,1/15/2021,13099.90039,13139.83008,12949.75977,12998.5
Nasdaq,1/19/2021,13132.73047,13206.86035,13078.7002,13197.17969
Nasdaq,1/20/2021,13342.54981,13486.12988,13329.76953,13457.25
Nasdaq,1/21/2021,13521.48047,13560.34961,13454.07031,13530.91016
Nasdaq,1/22/2021,13474.80957,13567.13965,13463.66016,13543.05957
Nasdaq,1/25/2021,13681.20996,13728.98047,13368.67969,13635.99023
Nasdaq,1/26/2021,13681.71973,13702.69043,13603.19043,13626.05957
Nasdaq,1/27/2021,13486.58008,13538.41992,13192.91016,13270.59961
Nasdaq,1/28/2021,13323.29004,13507.63965,13316.51953,13337.16016
Nasdaq,1/29/2021,13284.71973,13322,12985.04981,13070.69043
Nasdaq,2/1/2021,13226.17969,13431.45996,13132.46973,13403.38965
Nasdaq,2/2/2021,13543.09961,13652.7002,13535.86035,13612.78027
Nasdaq,2/3/2021,13718.30957,13723.83008,13585.33984,13610.54004
Nasdaq,2/4/2021,13674.05957,13778.41992,13631.62012,13777.74023
Nasdaq,2/5/2021,13824.87988,13878.16016,13761.66016,13856.29981
Nasdaq,2/8/2021,13937.05957,13987.74023,13894.15039,13987.63965
Nasdaq,2/9/2021,13966.82031,14044.9502,13966.54981,14007.7002
Nasdaq,2/10/2021,14093.34961,14109.12012,13845.46973,13972.53027
Nasdaq,2/11/2021,14045.20996,14058.91016,13916.84961,14025.76953
Nasdaq,2/12/2021,13979.20996,14102.04004,13937.70996,14095.46973
Nasdaq,2/16/2021,14152.20996,14175.12012,13995.4502,14047.5
Nasdaq,2/17/2021,13911.65039,13976.42969,13804.25977,13965.49023
Nasdaq,2/18/2021,13814.66992,13905.95996,13714.34961,13865.36035
Nasdaq,2/19/2021,13929.2002,13985.58008,13842.59961,13874.45996
Nasdaq,2/22/2021,13714.2002,13757.05957,13530.95996,13533.04981
Nasdaq,2/23/2021,13262.61035,13526.08984,13003.98047,13465.2002
Nasdaq,2/24/2021,13400.25,13607.36035,13286.58984,13597.96973
Nasdaq,2/25/2021,13512.63965,13602.86035,13066.37988,13119.42969
Nasdaq,2/26/2021,13232.90039,13368.05957,13024.53027,13192.34961
Nasdaq,3/1/2021,13406.16016,13596.58984,13362.66016,13588.83008
Nasdaq,3/2/2021,13599.4502,13601.33008,13352,13358.79004
Nasdaq,3/3/2021,13336.25,13372.51953,12995.07031,12997.75
Nasdaq,3/4/2021,12953.99023,13068.70996,12553.95996,12723.46973
Nasdaq,3/5/2021,12860.04004,12941.20996,12397.04981,12920.15039
Nasdaq,3/8/2021,12904.25977,13001,12599.23047,12609.16016
Nasdaq,3/9/2021,12923.07031,13151.54004,12882.49023,13073.82031
Nasdaq,3/10/2021,13234.73047,13277.11035,13035.44043,13068.83008
Nasdaq,3/11/2021,13273.30957,13433.62012,13246.33008,13398.66992
Nasdaq,3/12/2021,13222.80957,13324.69043,13158.71973,13319.86035
Nasdaq,3/15/2021,13323.46973,13460.34961,13272.5,13459.70996
Nasdaq,3/16/2021,13523.16992,13620.70996,13397.08008,13471.57031
Nasdaq,3/17/2021,13336.91016,13595,13272.69043,13525.2002
Nasdaq,3/18/2021,13349.2002,13384.45996,13101.91992,13116.16992
Nasdaq,3/19/2021,13119.90039,13252.37012,13039.4502,13215.24023
Nasdaq,3/22/2021,13278.78027,13455.63965,13278.78027,13377.54004
Nasdaq,3/23/2021,13381.42969,13405.15039,13202.42969,13227.7002
Nasdaq,3/24/2021,13289.24023,13292.91992,12961.34961,12961.88965
Nasdaq,3/25/2021,12844.58008,13021.86035,12786.80957,12977.67969
Nasdaq,3/26/2021,12996.03027,13149.54981,12878.71973,13138.73047
Nasdaq,3/29/2021,13103.96973,13143.41016,12968.16016,13059.65039
Nasdaq,3/30/2021,13008.79981,13075.75,12922.57031,13045.38965
Nasdaq,3/31/2021,13122.57031,13325.54004,13118.37988,13246.87012
Nasdaq,4/1/2021,13414.32031,13487.08008,13404.17969,13480.11035
Nasdaq,4/5/2021,13594.90039,13720.58008,13582.75977,13705.58984
Nasdaq,4/6/2021,13681.66992,13776.70996,13674.28027,13698.37988
Nasdaq,4/7/2021,13675.29981,13733.03027,13653.58984,13688.83984
Nasdaq,4/8/2021,13796.88965,13830.13965,13758.70996,13829.30957
Nasdaq,4/9/2021,13787.01953,13905.41016,13748.34961,13900.19043
Nasdaq,4/12/2021,13854.44043,13877,13783.9502,13850
Nasdaq,4/13/2021,13902.4502,14011.50977,13902.4502,13996.09961
Nasdaq,4/14/2021,14004.08008,14033.62988,13839.04004,13857.83984
Nasdaq,4/15/2021,13983.23047,14049.12988,13970.41992,14038.75977
Nasdaq,4/16/2021,14059.11035,14062.5,13977.04981,14052.33984
Nasdaq,4/19/2021,13984.58008,14041.79004,13842.57031,13914.76953
Nasdaq,4/20/2021,13894.45996,13927.66992,13698.66992,13786.26953
Nasdaq,4/21/2021,13745.76953,13951.34961,13706.86035,13950.21973
Nasdaq,4/22/2021,13952.57031,14015.87012,13771.04004,13818.41016
Nasdaq,4/23/2021,13861.37012,14062.74023,13856.83008,14016.80957
Nasdaq,4/26/2021,14052.37988,14154.03027,14019.5,14138.78027
Nasdaq,4/27/2021,14170.91016,14171.24023,14064.28027,14090.21973
Nasdaq,4/28/2021,14082.78027,14133.65039,14034.7002,14051.03027
Nasdaq,4/29/2021,14204.50977,14211.57031,13952.79981,14082.54981
Nasdaq,4/30/2021,13970.73047,14084.75977,13941.62988,13962.67969
Nasdaq,5/3/2021,14031.76953,14042.12012,13881.50977,13895.12012
Nasdaq,5/4/2021,13774.50977,13795.57031,13485.58984,13633.5
Nasdaq,5/5/2021,13731.12988,13753.04981,13553.92969,13582.41992
Nasdaq,5/6/2021,13557.83008,13635.73047,13439.38965,13632.83984
Nasdaq,5/7/2021,13723.08984,13828.62012,13690.75,13752.24023
Nasdaq,5/10/2021,13687.58984,13687.92969,13401.74023,13401.86035
Nasdaq,5/11/2021,13115.84961,13423.30957,13107.66992,13389.42969
Nasdaq,5/12/2021,13215.49023,13288.61035,13002.54004,13031.67969
Nasdaq,5/13/2021,13150.94043,13247.87012,13007.24023,13124.99023
Nasdaq,5/14/2021,13255.65039,13460.87988,13242.96973,13429.98047
Nasdaq,5/17/2021,13368.79981,13399.16992,13265.40039,13379.04981
Nasdaq,5/18/2021,13416.90039,13485.33984,13299.92969,13303.63965
Nasdaq,5/19/2021,13078.19043,13304.61035,13072.23047,13299.74023
Nasdaq,5/20/2021,13356.62988,13563.51953,13355.70996,13535.74023
Nasdaq,5/21/2021,13616.19043,13616.58008,13463.25977,13470.99023
Nasdaq,5/24/2021,13557.20996,13708.84961,13551.00977,13661.16992
Nasdaq,5/25/2021,13721.54004,13751.13965,13631.79981,13657.16992
Nasdaq,5/26/2021,13693.94043,13750.16016,13679.58984,13738
Nasdaq,5/27/2021,13742.58984,13776.51953,13701.62988,13736.28027
Nasdaq,5/28/2021,13792.04981,13820.87012,13747.61035,13748.74023
Nasdaq,6/1/2021,13829.05957,13836.16992,13678.76953,13736.48047
Nasdaq,6/2/2021,13743.24023,13775.88965,13689.74023,13756.33008
Nasdaq,6/3/2021,13655.75,13684.12988,13548.92969,13614.50977
Nasdaq,6/4/2021,13697.25,13826.82031,13692.00977,13814.49023
Nasdaq,6/7/2021,13802.82031,13889.11035,13784.88965,13881.71973
Nasdaq,6/8/2021,13946.32031,13981.71973,13831.98047,13924.91016
Nasdaq,6/9/2021,13980.23047,14003.5,13906.4502,13911.75
Nasdaq,6/10/2021,13933.87988,14031.19043,13904.40039,14020.33008
Nasdaq,6/11/2021,14030.84961,14069.41992,14006.58984,14069.41992
Nasdaq,6/14/2021,14083.46973,14175.4502,14056.66992,14174.13965
Nasdaq,6/15/2021,14166.63965,14171.01953,14052.16016,14072.86035
Nasdaq,6/16/2021,14085.54981,14129.69043,13903.73047,14039.67969
Nasdaq,6/17/2021,13999.12988,14196.20996,13998.92969,14161.34961
Nasdaq,6/18/2021,14096.92969,14129.21973,14009.04004,14030.37988
Nasdaq,6/21/2021,14047.41992,14150.78027,13960.04004,14141.48047
Nasdaq,6/22/2021,14138.29004,14269.76953,14121,14253.26953
Nasdaq,6/23/2021,14263.37988,14317.66016,14246.29981,14271.73047
Nasdaq,6/24/2021,14357.26953,14414.45996,14333.7002,14369.70996
Nasdaq,6/25/2021,14400.80957,14409.08008,14337.65039,14360.38965
Nasdaq,6/28/2021,14417.80957,14505.19043,14417.2002,14500.50977
Nasdaq,6/29/2021,14509.19043,14535.96973,14471.37988,14528.33008
Nasdaq,6/30/2021,14509.84961,14526.80957,14478.05957,14503.9502
Nasdaq,7/1/2021,14493.69043,14533.54981,14439.40039,14522.37988
Nasdaq,7/2/2021,14582.98047,14649.11035,14555.33984,14639.33008
Nasdaq,7/6/2021,14661.54981,14687,14529.79981,14663.63965
Nasdaq,7/7/2021,14753.41016,14755.33008,14580.79004,14665.05957
Nasdaq,7/8/2021,14409.2002,14610.05957,14371.58984,14559.78027
Nasdaq,7/9/2021,14578.42969,14710.2002,14552.25977,14701.91992
Nasdaq,7/12/2021,14743.86035,14761.08008,14672.62988,14733.24023
Nasdaq,7/13/2021,14715.12988,14803.67969,14660.19043,14677.65039
Nasdaq,7/14/2021,14780.90039,14790.54981,14632.9502,14644.9502
Nasdaq,7/15/2021,14635.78027,14650.37012,14451.79981,14543.12988
Nasdaq,7/16/2021,14597.50977,14623.01953,14413.32031,14427.24023
Nasdaq,7/19/2021,14235.98047,14313.59961,14178.66016,14274.98047
Nasdaq,7/20/2021,14330.45996,14555.75,14271.23047,14498.87988
Nasdaq,7/21/2021,14508.75,14633.13965,14498.65039,14631.9502
Nasdaq,7/22/2021,14652.71973,14694.19043,14617.87012,14684.59961
Nasdaq,7/23/2021,14753.05957,14846.05957,14698.76953,14836.99023
Nasdaq,7/26/2021,14821.03027,14863.65039,14790.49023,14840.70996
Nasdaq,7/27/2021,14807.9502,14811.08008,14503.75977,14660.58008
Nasdaq,7/28/2021,14715.66016,14798.87988,14645.62988,14762.58008
Nasdaq,7/29/2021,14771.16992,14833.74023,14761.37988,14778.25977
Nasdaq,7/30/2021,14615.84961,14728.78027,14615.84961,14672.67969
Nasdaq,8/2/2021,14758.59961,14770.41016,14665.66992,14681.07031
Nasdaq,8/3/2021,14713.99023,14762.59961,14584.08984,14761.29004
Nasdaq,8/4/2021,14747.20996,14812.37012,14734.12012,14780.53027
Nasdaq,8/5/2021,14794.08008,14896.46973,14776.03027,14895.12012
Nasdaq,8/6/2021,14864.21973,14890.17969,14788.58984,14835.75977
Nasdaq,8/9/2021,14855.75977,14883.80957,14802.69043,14860.17969
Nasdaq,8/10/2021,14887.75,14894.61035,14754.48047,14788.08984
Nasdaq,8/11/2021,14834.37988,14842.5,14692.41016,14765.13965
Nasdaq,8/12/2021,14751.36035,14824.30957,14698.94043,14816.25977
Nasdaq,8/13/2021,14825.07031,14850.61035,14797.21973,14822.90039
Nasdaq,8/16/2021,14771.53027,14794.67969,14610.01953,14793.75977
Nasdaq,8/17/2021,14670.55957,14716.9502,14550.87988,14656.17969
Nasdaq,8/18/2021,14636.24023,14697.25,14516.29981,14525.91016
Nasdaq,8/19/2021,14423.16016,14610.75977,14423.16016,14541.79004
Nasdaq,8/20/2021,14571.53027,14722.16016,14571.53027,14714.66016
Nasdaq,8/23/2021,14776.98047,14963.46973,14776.98047,14942.65039
Nasdaq,8/24/2021,14978.13965,15034.88965,14965.54004,15019.79981
Nasdaq,8/25/2021,15039.03027,15059.42969,15011.58008,15041.86035
Nasdaq,8/26/2021,15025.16992,15059.62988,14939.55957,14945.80957
Nasdaq,8/27/2021,14969.76953,15144.48047,14966.51953,15129.5
Nasdaq,8/30/2021,15165.94043,15288.08008,15165.12012,15265.88965
Nasdaq,8/31/2021,15262.87988,15278.95996,15202.66992,15259.24023
Nasdaq,9/1/2021,15308.98047,15379.5,15302.11035,15309.37988
Nasdaq,9/2/2021,15358.46973,15380.07031,15285.34961,15331.17969
Nasdaq,9/3/2021,15313.41016,15375.55957,15283.66992,15363.51953
Nasdaq,9/7/2021,15375.98047,15403.44043,15343.28027,15374.33008
Nasdaq,9/8/2021,15360.34961,15360.34961,15206.61035,15286.63965
Nasdaq,9/9/2021,15296.05957,15352.37988,15245.16992,15248.25
Nasdaq,9/10/2021,15332.91992,15349.46973,15111.30957,15115.49023
Nasdaq,9/13/2021,15211.42969,15215.44043,15030.84961,15105.58008
Nasdaq,9/14/2021,15168.4502,15181.19043,15008.29981,15037.75977
Nasdaq,9/15/2021,15071.33984,15174.37988,14984.67969,15161.53027
Nasdaq,9/16/2021,15120.08984,15205.5,15047.13965,15181.91992
Nasdaq,9/17/2021,15163.36035,15166.55957,14998.73047,15043.96973
Nasdaq,9/20/2021,14758.13965,14841.82031,14530.07031,14713.90039
Nasdaq,9/21/2021,14803.36035,14847.03027,14696.46973,14746.40039
Nasdaq,9/22/2021,14800.58984,14950.12012,14767.00977,14896.84961
Nasdaq,9/23/2021,14960,15085.44043,14932.50977,15052.24023
Nasdaq,9/24/2021,14961.61035,15067.55957,14946.57031,15047.7002
Nasdaq,9/27/2021,14954.17969,15003.16016,14864.95996,14969.96973
Nasdaq,9/28/2021,14787.20996,14817.74023,14539.87988,14546.67969
Nasdaq,9/29/2021,14614.87988,14676.62012,14493.66992,14512.44043
Nasdaq,9/30/2021,14582.59961,14632.36035,14444.29981,14448.58008
Nasdaq,10/1/2021,14494.92969,14606.82031,14324.00977,14566.7002
Nasdaq,10/4/2021,14493.12012,14499.74023,14181.69043,14255.48047
Nasdaq,10/5/2021,14312.86035,14508.65039,14299.78027,14433.83008
Nasdaq,10/6/2021,14289.4502,14509.54981,14259.07031,14501.91016
Nasdaq,10/7/2021,14631.79981,14755.71973,14615.13965,14654.01953
Nasdaq,10/8/2021,14694.71973,14699.91016,14569.67969,14579.54004
Nasdaq,10/11/2021,14540.08008,14665.99023,14482.62012,14486.2002
Nasdaq,10/12/2021,14539.08984,14552.70996,14441.59961,14465.91992
Nasdaq,10/13/2021,14537.16992,14589.28027,14471.87988,14571.63965
Nasdaq,10/14/2021,14717.5,14827.55957,14699.51953,14823.42969
Nasdaq,10/15/2021,14891.24023,14904.98047,14847.95996,14897.33984
Nasdaq,10/18/2021,14839.74023,15026.67969,14833.28027,15021.80957
Nasdaq,10/19/2021,15073.12988,15137.84961,15049.73047,15129.08984
Nasdaq,10/20/2021,15160,15178.38965,15071.15039,15121.67969
Nasdaq,10/21/2021,15104.79981,15222.25,15094.13965,15215.7002
Nasdaq,10/22/2021,15158.07031,15193.00977,15021.01953,15090.2002
Nasdaq,10/25/2021,15142.91992,15259.62988,15070.75,15226.70996
Nasdaq,10/26/2021,15317.5,15384,15198.23047,15235.70996
Nasdaq,10/27/2021,15276,15364.54004,15235.83984,15235.83984
Nasdaq,10/28/2021,15304.74023,15452.29981,15290.30957,15448.12012
Nasdaq,10/29/2021,15323.29004,15504.12012,15323.29004,15498.38965
Nasdaq,11/1/2021,15541.25977,15598.9502,15470.82031,15595.91992
Nasdaq,11/2/2021,15583.98047,15656.59961,15569.26953,15649.59961
Nasdaq,11/3/2021,15658.51953,15821.57031,15616.44043,15811.58008
Nasdaq,11/4/2021,15849.74023,15966.08984,15827.66016,15940.30957
Nasdaq,11/5/2021,16003.55957,16053.38965,15900.78027,15971.58984
Nasdaq,11/8/2021,15995.71973,16038.23047,15961.80957,15982.36035
Nasdaq,11/9/2021,16024.12988,16035.20996,15836.67969,15886.54004
Nasdaq,11/10/2021,15753.83984,15867.24023,15543.67969,15622.70996
Nasdaq,11/11/2021,15752.08008,15768.03027,15695.76953,15704.28027
Nasdaq,11/12/2021,15752.62012,15874.57031,15705.37988,15860.95996
Nasdaq,11/15/2021,15894.82031,15918.4502,15778.30957,15853.84961
Nasdaq,11/16/2021,15840.32031,15989.61035,15825,15973.86035
Nasdaq,11/17/2021,15973.62012,15998.57031,15909.38965,15921.57031
Nasdaq,11/18/2021,15973.38965,16010.87988,15848.83008,15993.70996
Nasdaq,11/19/2021,16042.16016,16121.12012,16017.23047,16057.44043
Nasdaq,11/22/2021,16120.91992,16212.23047,15851.04004,15854.75977
Nasdaq,11/23/2021,15809.5,15895.86035,15601.45996,15775.13965
Nasdaq,11/24/2021,15677.87988,15848.55957,15591.36035,15845.23047
Nasdaq,11/26/2021,15664.37988,15731.54004,15456.08984,15491.66016
Nasdaq,11/29/2021,15719.41992,15833.11035,15644.61035,15782.83008
Nasdaq,11/30/2021,15716.5,15828.2002,15451.38965,15537.69043
Nasdaq,12/1/2021,15752.26953,15816.82031,15243.92969,15254.04981
Nasdaq,12/2/2021,15181.82031,15444.54004,15150.12012,15381.32031
Nasdaq,12/3/2021,15428.70996,15470.36035,14931.05957,15085.46973
Nasdaq,12/6/2021,15117.62988,15281.99023,14931.61035,15225.15039
Nasdaq,12/7/2021,15510.91016,15720.08984,15507.66016,15686.91992
Nasdaq,12/8/2021,15690.65039,15792.63965,15618.87988,15786.99023
Nasdaq,12/9/2021,15720.54004,15796.04981,15511.12012,15517.37012
Nasdaq,12/10/2021,15629.58984,15677.59961,15477.84961,15630.59961
Nasdaq,12/13/2021,15621.26953,15637.05957,15408.25,15413.28027
Nasdaq,12/14/2021,15215.95996,15317.54981,15097.34961,15237.63965
Nasdaq,12/15/2021,15230.70996,15575.75977,15055.23047,15565.58008
Nasdaq,12/16/2021,15629.08008,15633.19043,15119.49023,15180.42969
Nasdaq,12/17/2021,15036.76953,15288.78027,14960.37012,15169.67969
Nasdaq,12/20/2021,14933,15007.29981,14860.04004,14980.94043
Nasdaq,12/21/2021,15140.42969,15349.05957,15015.03027,15341.08984
Nasdaq,12/22/2021,15319.16016,15525.96973,15303.05957,15521.88965
Nasdaq,12/23/2021,15544.79004,15697.98047,15528.91016,15653.37012
Nasdaq,12/27/2021,15696.83008,15871.40039,15696.83008,15871.25977
Nasdaq,12/28/2021,15895.2002,15901.46973,15757.07031,15781.71973
Nasdaq,12/29/2021,15794.91992,15821.80957,15679.84961,15766.21973
Nasdaq,12/30/2021,15758.98047,15868.08984,15729.16016,15741.55957
